,datetime,RH,GHI,CC,T
1231,2022-03-29 20:00:00,60.0,0.0,0.0,8.4
1232,2022-03-30 07:00:00,70.0,0.02,9.0,6.6
1233,2022-03-30 08:00:00,60.0,0.3,8.0,10.9
1234,2022-03-30 09:00:00,59.0,0.66,9.0,13.5
1235,2022-03-30 10:00:00,58.0,0.75,9.0,16.9
1236,2022-03-30 11:00:00,59.0,1.28,9.0,19.6
1237,2022-03-30 12:00:00,59.0,1.11,9.0,22.0
1238,2022-03-30 13:00:00,58.0,1.76,7.0,27.0
1239,2022-03-30 14:00:00,59.0,1.52,8.0,22.7
1240,2022-03-30 15:00:00,66.0,0.68,10.0,17.1
1241,2022-03-30 16:00:00,86.0,0.29,10.0,17.1
1242,2022-03-30 17:00:00,89.0,0.19,10.0,16.0
1243,2022-03-30 18:00:00,92.0,0.26,10.0,16.1
1244,2022-03-30 19:00:00,90.0,0.01,10.0,14.7
1245,2022-03-30 20:00:00,91.0,0.0,10.0,13.7
1246,2022-03-31 07:00:00,98.0,0.02,10.0,9.3
1247,2022-03-31 08:00:00,96.0,0.11,10.0,10.5
1248,2022-03-31 09:00:00,95.0,0.17,10.0,10.9
1249,2022-03-31 10:00:00,91.0,0.45,9.0,14.8
1250,2022-03-31 11:00:00,80.0,1.33,9.0,18.9
1251,2022-03-31 12:00:00,70.0,1.54,10.0,21.1
1252,2022-03-31 13:00:00,62.0,1.21,10.0,20.0
1253,2022-03-31 14:00:00,72.0,0.92,10.0,16.6
1254,2022-03-31 15:00:00,74.0,0.81,10.0,15.5
1255,2022-03-31 16:00:00,71.0,0.75,10.0,14.3
1256,2022-03-31 17:00:00,72.0,0.59,10.0,13.5
1257,2022-03-31 18:00:00,77.0,0.4,10.0,11.6
1258,2022-03-31 19:00:00,79.0,0.03,10.0,9.6
1259,2022-03-31 20:00:00,81.0,0.0,9.0,8.0
1260,2022-04-01 07:00:00,93.0,0.07,0.0,3.5
1261,2022-04-01 08:00:00,86.0,0.58,4.0,9.2
1262,2022-04-01 09:00:00,72.0,1.34,1.0,16.6
1263,2022-04-01 10:00:00,60.0,2.08,1.0,16.7
1264,2022-04-01 11:00:00,51.0,2.72,3.0,25.6
1265,2022-04-01 12:00:00,39.0,3.09,7.0,28.5
1266,2022-04-01 13:00:00,36.0,3.05,8.0,27.0
1267,2022-04-01 14:00:00,37.0,2.68,8.0,26.0
1268,2022-04-01 15:00:00,27.0,2.17,8.0,23.6
1269,2022-04-01 16:00:00,26.0,1.86,8.0,21.1
1270,2022-04-01 17:00:00,44.0,1.26,7.0,16.6
1271,2022-04-01 18:00:00,42.0,0.74,3.0,11.2
1272,2022-04-01 19:00:00,53.0,0.15,1.0,7.9
1273,2022-04-01 20:00:00,54.0,0.0,0.0,6.4
1274,2022-04-02 07:00:00,79.0,0.07,0.0,1.5
1275,2022-04-02 08:00:00,72.0,0.66,0.0,8.3
1276,2022-04-02 09:00:00,66.0,1.44,0.0,15.7
1277,2022-04-02 10:00:00,55.0,2.14,0.0,15.3
1278,2022-04-02 11:00:00,38.0,2.73,0.0,23.9
1279,2022-04-02 12:00:00,30.0,3.12,0.0,26.2
1280,2022-04-02 13:00:00,31.0,3.26,0.0,27.4
1281,2022-04-02 14:00:00,30.0,3.14,0.0,28.1
1282,2022-04-02 15:00:00,29.0,2.8,0.0,26.4
1283,2022-04-02 16:00:00,34.0,2.24,0.0,24.0
1284,2022-04-02 17:00:00,39.0,1.52,1.0,18.0
1285,2022-04-02 18:00:00,43.0,0.77,2.0,11.2
1286,2022-04-02 19:00:00,49.0,0.14,2.0,6.5
1287,2022-04-02 20:00:00,58.0,0.0,0.0,4.9
1288,2022-04-03 07:00:00,81.0,0.07,0.0,1.2
1289,2022-04-03 08:00:00,73.0,0.63,0.0,7.8
1290,2022-04-03 09:00:00,60.0,1.36,0.0,15.3
1291,2022-04-03 10:00:00,52.0,2.07,0.0,15.6
1292,2022-04-03 11:00:00,42.0,2.67,0.0,25.1
1293,2022-04-03 12:00:00,42.0,3.01,0.0,28.7
1294,2022-04-03 13:00:00,34.0,3.17,0.0,31.2
1295,2022-04-03 14:00:00,26.0,3.11,0.0,32.3
1296,2022-04-03 15:00:00,20.0,2.79,0.0,32.8
1297,2022-04-03 16:00:00,35.0,2.24,0.0,27.3
1298,2022-04-03 17:00:00,35.0,1.53,0.0,21.3
1299,2022-04-03 18:00:00,39.0,0.78,0.0,14.0
1300,2022-04-03 19:00:00,44.0,0.15,2.0,9.4
1301,2022-04-03 20:00:00,51.0,0.0,0.0,7.5
1302,2022-04-04 07:00:00,76.0,0.08,0.0,2.1
1303,2022-04-04 08:00:00,69.0,0.64,0.0,9.0
1304,2022-04-04 09:00:00,58.0,1.42,0.0,16.5
1305,2022-04-04 10:00:00,44.0,2.13,0.0,17.5
1306,2022-04-04 11:00:00,40.0,2.72,0.0,27.6
1307,2022-04-04 12:00:00,29.0,3.13,0.0,33.1
1308,2022-04-04 13:00:00,23.0,3.26,0.0,34.0
1309,2022-04-04 14:00:00,24.0,3.18,0.0,34.8
1310,2022-04-04 15:00:00,25.0,2.87,0.0,33.3
1311,2022-04-04 16:00:00,28.0,2.27,0.0,29.6
1312,2022-04-04 17:00:00,22.0,1.58,0.0,20.6
1313,2022-04-04 18:00:00,28.0,0.89,0.0,14.0
1314,2022-04-04 19:00:00,33.0,0.17,6.0,9.8
1315,2022-04-04 20:00:00,40.0,0.0,0.0,7.9
1316,2022-04-05 07:00:00,64.0,0.09,4.0,3.2
1317,2022-04-05 08:00:00,54.0,0.58,1.0,7.0
1318,2022-04-05 09:00:00,42.0,1.27,4.0,12.3
1319,2022-04-05 10:00:00,31.0,2.02,3.0,17.4
1320,2022-04-05 11:00:00,25.0,2.54,8.0,23.9
1321,2022-04-05 12:00:00,22.0,2.58,10.0,26.0
1322,2022-04-05 13:00:00,23.0,2.71,10.0,28.6
1323,2022-04-05 14:00:00,21.0,2.75,8.0,29.9
1324,2022-04-05 15:00:00,26.0,2.2,8.0,27.3
1325,2022-04-05 16:00:00,25.0,1.69,7.0,23.5
1326,2022-04-05 17:00:00,24.0,1.16,8.0,18.9
1327,2022-04-05 18:00:00,25.0,0.65,8.0,14.5
1328,2022-04-05 19:00:00,27.0,0.11,7.0,11.4
1329,2022-04-05 20:00:00,27.0,0.0,9.0,10.1
1330,2022-04-06 07:00:00,55.0,0.08,4.0,4.6
1331,2022-04-06 08:00:00,50.0,0.56,0.0,8.4
1332,2022-04-06 09:00:00,60.0,1.29,0.0,14.7
1333,2022-04-06 10:00:00,64.0,2.0,0.0,19.5
1334,2022-04-06 11:00:00,47.0,2.57,0.0,26.3
1335,2022-04-06 12:00:00,44.0,2.87,0.0,29.6
1336,2022-04-06 13:00:00,43.0,3.04,0.0,32.7
1337,2022-04-06 14:00:00,39.0,2.99,0.0,34.0
1338,2022-04-06 15:00:00,36.0,2.66,0.0,32.3
1339,2022-04-06 16:00:00,39.0,2.14,0.0,29.9
1340,2022-04-06 17:00:00,54.0,1.44,0.0,23.3
1341,2022-04-06 18:00:00,61.0,0.69,0.0,17.0
1342,2022-04-06 19:00:00,70.0,0.13,0.0,13.1
1343,2022-04-06 20:00:00,74.0,0.0,2.0,11.1
1344,2022-04-07 07:00:00,93.0,0.01,10.0,8.8
1345,2022-04-07 08:00:00,91.0,0.12,10.0,9.6
1346,2022-04-07 09:00:00,88.0,0.37,10.0,11.9
1347,2022-04-07 10:00:00,78.0,0.97,9.0,16.9
1348,2022-04-07 11:00:00,61.0,2.4,0.0,22.3
1349,2022-04-07 12:00:00,52.0,2.94,0.0,24.5
1350,2022-04-07 13:00:00,47.0,3.13,0.0,25.5
1351,2022-04-07 14:00:00,40.0,3.07,0.0,26.0
1352,2022-04-07 15:00:00,36.0,2.77,0.0,24.6
1353,2022-04-07 16:00:00,31.0,2.25,0.0,22.1
1354,2022-04-07 17:00:00,34.0,1.56,0.0,18.0
1355,2022-04-07 18:00:00,34.0,0.78,0.0,12.7
1356,2022-04-07 19:00:00,33.0,0.16,0.0,9.2
1357,2022-04-07 20:00:00,38.0,0.0,0.0,7.8
1358,2022-04-08 07:00:00,56.0,0.13,0.0,4.1
1359,2022-04-08 08:00:00,44.0,0.74,0.0,9.0
1360,2022-04-08 09:00:00,35.0,1.5,0.0,15.3
1361,2022-04-08 10:00:00,37.0,2.2,0.0,19.1
1362,2022-04-08 11:00:00,35.0,2.73,0.0,24.9
1363,2022-04-08 12:00:00,29.0,3.1,0.0,28.0
1364,2022-04-08 13:00:00,24.0,3.23,0.0,30.9
1365,2022-04-08 14:00:00,24.0,3.14,0.0,32.4
1366,2022-04-08 15:00:00,24.0,2.79,0.0,32.2
1367,2022-04-08 16:00:00,25.0,2.26,0.0,29.9
1368,2022-04-08 17:00:00,27.0,1.56,0.0,25.2
1369,2022-04-08 18:00:00,28.0,0.81,0.0,18.7
1370,2022-04-08 19:00:00,30.0,0.18,0.0,14.2
1371,2022-04-08 20:00:00,33.0,0.0,0.0,11.8
1372,2022-04-09 07:00:00,45.0,0.09,5.0,9.1
1373,2022-04-09 08:00:00,39.0,0.59,0.0,12.9
1374,2022-04-09 09:00:00,30.0,1.3,0.0,18.2
1375,2022-04-09 10:00:00,31.0,1.96,0.0,22.1
1376,2022-04-09 11:00:00,30.0,2.53,0.0,27.7
1377,2022-04-09 12:00:00,29.0,2.88,0.0,32.3
1378,2022-04-09 13:00:00,33.0,3.01,0.0,34.3
1379,2022-04-09 14:00:00,31.0,2.97,0.0,35.1
1380,2022-04-09 15:00:00,31.0,2.65,0.0,34.0
1381,2022-04-09 16:00:00,34.0,2.12,0.0,32.0
1382,2022-04-09 17:00:00,34.0,1.46,0.0,27.0
1383,2022-04-09 18:00:00,35.0,0.74,0.0,21.3
1384,2022-04-09 19:00:00,40.0,0.15,0.0,17.1
1385,2022-04-09 20:00:00,49.0,0.0,0.0,14.4
1386,2022-04-10 07:00:00,51.0,0.12,0.0,8.7
1387,2022-04-10 08:00:00,46.0,0.73,0.0,13.6
1388,2022-04-10 09:00:00,40.0,1.5,0.0,19.6
1389,2022-04-10 10:00:00,29.0,2.21,1.0,23.7
1390,2022-04-10 11:00:00,30.0,2.66,9.0,28.9
1391,2022-04-10 12:00:00,28.0,2.97,9.0,34.7
1392,2022-04-10 13:00:00,30.0,3.01,9.0,35.3
1393,2022-04-10 14:00:00,28.0,2.76,9.0,35.1
1394,2022-04-10 15:00:00,29.0,2.17,9.0,31.1
1395,2022-04-10 16:00:00,35.0,1.52,9.0,28.1
1396,2022-04-10 17:00:00,46.0,1.26,9.0,26.4
1397,2022-04-10 18:00:00,47.0,0.81,6.0,20.8
1398,2022-04-10 19:00:00,48.0,0.16,8.0,17.1
1399,2022-04-10 20:00:00,58.0,0.0,10.0,15.9
1400,2022-04-11 07:00:00,74.0,0.11,1.0,12.7
1401,2022-04-11 08:00:00,67.0,0.75,0.0,17.2
1402,2022-04-11 09:00:00,59.0,1.46,0.0,22.9
1403,2022-04-11 10:00:00,55.0,2.17,0.0,27.0
1404,2022-04-11 11:00:00,49.0,2.89,5.0,34.3
1405,2022-04-11 12:00:00,46.0,3.21,3.0,37.6
1406,2022-04-11 13:00:00,43.0,2.89,3.0,39.5
1407,2022-04-11 14:00:00,41.0,2.7,3.0,35.0
1408,2022-04-11 15:00:00,40.0,2.6,3.0,34.1
1409,2022-04-11 16:00:00,43.0,1.52,4.0,30.1
1410,2022-04-11 17:00:00,46.0,1.47,1.0,30.4
1411,2022-04-11 18:00:00,51.0,0.76,0.0,24.3
1412,2022-04-11 19:00:00,61.0,0.17,0.0,20.5
1413,2022-04-11 20:00:00,69.0,0.0,0.0,18.7
1414,2022-04-12 07:00:00,79.0,0.2,5.0,15.2
1415,2022-04-12 08:00:00,75.0,0.55,0.0,18.0
1416,2022-04-12 09:00:00,67.0,1.43,0.0,23.4
1417,2022-04-12 10:00:00,58.0,2.13,0.0,27.3
1418,2022-04-12 11:00:00,59.0,2.69,0.0,33.5
1419,2022-04-12 12:00:00,53.0,3.0,1.0,36.8
1420,2022-04-12 13:00:00,49.0,3.12,0.0,39.0
1421,2022-04-12 14:00:00,53.0,3.0,0.0,40.3
1422,2022-04-12 15:00:00,51.0,2.68,0.0,38.3
1423,2022-04-12 16:00:00,51.0,2.16,0.0,36.2
1424,2022-04-12 17:00:00,55.0,1.46,0.0,30.6
1425,2022-04-12 18:00:00,62.0,0.76,3.0,24.4
1426,2022-04-12 19:00:00,80.0,0.14,4.0,20.2
1427,2022-04-12 20:00:00,85.0,0.0,4.0,19.3
1428,2022-04-13 07:00:00,92.0,0.06,9.0,16.8
1429,2022-04-13 08:00:00,93.0,0.14,10.0,17.2
1430,2022-04-13 09:00:00,87.0,0.27,10.0,19.0
1431,2022-04-13 10:00:00,82.0,0.7,10.0,19.4
1432,2022-04-13 11:00:00,78.0,0.46,10.0,20.2
1433,2022-04-13 12:00:00,86.0,0.38,10.0,19.5
1434,2022-04-13 13:00:00,93.0,0.21,10.0,18.5
1435,2022-04-13 14:00:00,94.0,0.38,10.0,19.4
1436,2022-04-13 15:00:00,96.0,0.13,10.0,18.1
1437,2022-04-13 16:00:00,95.0,0.41,10.0,19.7
1438,2022-04-13 17:00:00,95.0,0.13,10.0,18.1
1439,2022-04-13 18:00:00,97.0,0.03,10.0,17.0
1440,2022-04-13 19:00:00,97.0,0.0,10.0,16.2
1441,2022-04-13 20:00:00,97.0,0.0,10.0,15.6
1442,2022-04-14 07:00:00,88.0,0.02,10.0,13.1
1443,2022-04-14 08:00:00,88.0,0.09,10.0,13.7
1444,2022-04-14 09:00:00,87.0,0.29,10.0,15.0
1445,2022-04-14 10:00:00,83.0,0.41,10.0,15.8
1446,2022-04-14 11:00:00,80.0,0.56,10.0,17.6
1447,2022-04-14 12:00:00,77.0,0.54,10.0,17.3
1448,2022-04-14 13:00:00,73.0,0.75,10.0,18.7
1449,2022-04-14 14:00:00,65.0,1.56,10.0,21.9
1450,2022-04-14 15:00:00,63.0,1.72,8.0,26.0
1451,2022-04-14 16:00:00,62.0,1.37,9.0,22.8
1452,2022-04-14 17:00:00,63.0,1.03,9.0,20.5
1453,2022-04-14 18:00:00,65.0,0.55,9.0,17.7
1454,2022-04-14 19:00:00,65.0,0.08,2.0,15.6
1455,2022-04-14 20:00:00,68.0,0.0,3.0,15.0
1456,2022-04-15 07:00:00,73.0,0.18,0.0,9.2
1457,2022-04-15 08:00:00,69.0,0.8,0.0,12.9
1458,2022-04-15 09:00:00,63.0,1.57,0.0,18.6
1459,2022-04-15 10:00:00,58.0,2.28,0.0,22.8
1460,2022-04-15 11:00:00,55.0,2.8,4.0,25.3
1461,2022-04-15 12:00:00,48.0,2.99,2.0,27.8
1462,2022-04-15 13:00:00,47.0,3.31,2.0,28.6
1463,2022-04-15 14:00:00,39.0,3.11,4.0,26.7
1464,2022-04-15 15:00:00,49.0,2.62,5.0,25.3
1465,2022-04-15 16:00:00,50.0,2.19,5.0,22.8
1466,2022-04-15 17:00:00,51.0,1.53,6.0,19.9
1467,2022-04-15 18:00:00,50.0,0.75,6.0,15.5
1468,2022-04-15 19:00:00,55.0,0.21,5.0,12.3
1469,2022-04-15 20:00:00,60.0,0.0,4.0,10.8
1470,2022-04-16 07:00:00,80.0,0.19,3.0,8.3
1471,2022-04-16 08:00:00,73.0,0.75,4.0,11.9
1472,2022-04-16 09:00:00,67.0,1.56,5.0,17.9
1473,2022-04-16 10:00:00,53.0,2.22,5.0,22.3
1474,2022-04-16 11:00:00,45.0,2.82,0.0,26.1
1475,2022-04-16 12:00:00,41.0,3.21,0.0,28.6
1476,2022-04-16 13:00:00,33.0,3.32,0.0,28.4
1477,2022-04-16 14:00:00,28.0,3.18,0.0,28.7
1478,2022-04-16 15:00:00,35.0,2.82,0.0,25.1
1479,2022-04-16 16:00:00,29.0,2.3,0.0,22.4
1480,2022-04-16 17:00:00,29.0,1.57,0.0,17.7
1481,2022-04-16 18:00:00,29.0,0.73,0.0,14.1
1482,2022-04-16 19:00:00,32.0,0.18,6.0,11.3
1483,2022-04-16 20:00:00,37.0,0.0,2.0,9.7
1484,2022-04-17 07:00:00,62.0,0.21,0.0,6.1
1485,2022-04-17 08:00:00,52.0,0.91,0.0,10.4
1486,2022-04-17 09:00:00,43.0,1.68,0.0,17.1
1487,2022-04-17 10:00:00,37.0,2.37,0.0,21.6
1488,2022-04-17 11:00:00,30.0,2.89,0.0,25.1
1489,2022-04-17 12:00:00,25.0,3.27,0.0,27.2
1490,2022-04-17 13:00:00,27.0,3.33,0.0,27.6
1491,2022-04-17 14:00:00,26.0,3.21,0.0,29.5
1492,2022-04-17 15:00:00,34.0,2.84,0.0,28.4
1493,2022-04-17 16:00:00,24.0,2.34,0.0,26.5
1494,2022-04-17 17:00:00,25.0,1.53,4.0,20.1
1495,2022-04-17 18:00:00,27.0,0.89,3.0,16.4
1496,2022-04-17 19:00:00,54.0,0.19,0.0,13.1
1497,2022-04-17 20:00:00,60.0,0.0,7.0,11.7
1498,2022-04-18 07:00:00,70.0,0.13,8.0,10.9
1499,2022-04-18 08:00:00,59.0,0.5,9.0,13.2
1500,2022-04-18 09:00:00,57.0,0.77,9.0,15.7
1501,2022-04-18 10:00:00,57.0,1.16,9.0,18.9
1502,2022-04-18 11:00:00,34.0,1.85,9.0,21.5
1503,2022-04-18 12:00:00,33.0,1.39,9.0,20.6
1504,2022-04-18 13:00:00,26.0,1.77,9.0,24.0
1505,2022-04-18 14:00:00,19.0,2.69,6.0,28.3
1506,2022-04-18 15:00:00,20.0,2.77,3.0,29.4
1507,2022-04-18 16:00:00,21.0,2.22,3.0,27.2
1508,2022-04-18 17:00:00,20.0,1.55,4.0,22.1
1509,2022-04-18 18:00:00,23.0,0.85,4.0,16.8
1510,2022-04-18 19:00:00,26.0,0.27,7.0,13.2
1511,2022-04-18 20:00:00,28.0,0.0,6.0,11.1
1512,2022-04-19 07:00:00,56.0,0.22,6.0,9.1
1513,2022-04-19 08:00:00,46.0,0.76,3.0,11.7
1514,2022-04-19 09:00:00,37.0,1.41,3.0,17.3
1515,2022-04-19 10:00:00,37.0,2.19,1.0,22.6
1516,2022-04-19 11:00:00,31.0,2.79,1.0,26.9
1517,2022-04-19 12:00:00,25.0,3.15,0.0,30.3
1518,2022-04-19 13:00:00,25.0,3.29,0.0,32.9
1519,2022-04-19 14:00:00,26.0,3.14,0.0,33.9
1520,2022-04-19 15:00:00,27.0,2.84,0.0,32.8
1521,2022-04-19 16:00:00,30.0,2.34,0.0,30.1
1522,2022-04-19 17:00:00,32.0,1.68,0.0,25.7
1523,2022-04-19 18:00:00,32.0,0.92,0.0,19.0
1524,2022-04-19 19:00:00,40.0,0.23,0.0,14.8
1525,2022-04-19 20:00:00,43.0,0.0,0.0,12.4
1526,2022-04-20 07:00:00,59.0,0.22,0.0,7.8
1527,2022-04-20 08:00:00,50.0,0.87,0.0,11.9
1528,2022-04-20 09:00:00,33.0,1.62,0.0,18.5
1529,2022-04-20 10:00:00,31.0,2.31,0.0,23.0
1530,2022-04-20 11:00:00,30.0,2.82,0.0,28.1
1531,2022-04-20 12:00:00,24.0,3.23,0.0,32.0
1532,2022-04-20 13:00:00,25.0,3.34,0.0,34.1
1533,2022-04-20 14:00:00,27.0,3.2,0.0,34.9
1534,2022-04-20 15:00:00,29.0,2.78,0.0,34.0
1535,2022-04-20 16:00:00,30.0,2.3,0.0,30.8
1536,2022-04-20 17:00:00,29.0,1.58,0.0,25.4
1537,2022-04-20 18:00:00,35.0,0.88,0.0,19.5
1538,2022-04-20 19:00:00,38.0,0.22,0.0,15.4
1539,2022-04-20 20:00:00,42.0,0.01,0.0,13.1
1540,2022-04-21 07:00:00,56.0,0.11,9.0,10.5
1541,2022-04-21 08:00:00,55.0,0.36,10.0,13.1
1542,2022-04-21 09:00:00,43.0,0.66,10.0,16.3
1543,2022-04-21 10:00:00,39.0,1.07,10.0,18.0
1544,2022-04-21 11:00:00,33.0,1.08,10.0,18.5
1545,2022-04-21 12:00:00,35.0,0.81,10.0,18.0
1546,2022-04-21 13:00:00,36.0,0.85,10.0,17.8
1547,2022-04-21 14:00:00,34.0,2.16,7.0,27.8
1548,2022-04-21 15:00:00,35.0,2.75,3.0,30.6
1549,2022-04-21 16:00:00,39.0,2.22,0.0,28.2
1550,2022-04-21 17:00:00,42.0,1.51,0.0,24.4
1551,2022-04-21 18:00:00,37.0,0.72,0.0,19.1
1552,2022-04-21 19:00:00,46.0,0.2,0.0,15.3
1553,2022-04-21 20:00:00,50.0,0.0,0.0,13.4
1554,2022-04-22 07:00:00,71.0,0.23,0.0,10.9
1555,2022-04-22 08:00:00,59.0,0.8,0.0,14.9
1556,2022-04-22 09:00:00,51.0,1.49,0.0,20.3
1557,2022-04-22 10:00:00,47.0,2.13,0.0,25.0
1558,2022-04-22 11:00:00,46.0,2.37,3.0,27.9
1559,2022-04-22 12:00:00,46.0,2.67,5.0,28.6
1560,2022-04-22 13:00:00,45.0,2.78,5.0,34.5
1561,2022-04-22 14:00:00,44.0,3.03,6.0,34.7
1562,2022-04-22 15:00:00,45.0,2.51,8.0,31.8
1563,2022-04-22 16:00:00,54.0,1.95,0.0,30.7
1564,2022-04-22 17:00:00,54.0,1.31,7.0,26.0
1565,2022-04-22 18:00:00,68.0,0.67,5.0,21.2
1566,2022-04-22 19:00:00,82.0,0.18,4.0,17.8
1567,2022-04-22 20:00:00,86.0,0.0,7.0,16.7
1568,2022-04-23 07:00:00,96.0,0.13,9.0,16.0
1569,2022-04-23 08:00:00,93.0,0.27,10.0,16.9
1570,2022-04-23 09:00:00,81.0,0.76,8.0,21.8
1571,2022-04-23 10:00:00,74.0,1.59,8.0,23.1
1572,2022-04-23 11:00:00,70.0,2.08,8.0,27.2
1573,2022-04-23 12:00:00,55.0,2.35,8.0,28.6
1574,2022-04-23 13:00:00,47.0,2.79,8.0,33.9
1575,2022-04-23 14:00:00,46.0,2.57,8.0,33.1
1576,2022-04-23 15:00:00,39.0,2.16,9.0,33.6
1577,2022-04-23 16:00:00,40.0,1.6,8.0,29.0
1578,2022-04-23 17:00:00,39.0,1.11,7.0,26.5
1579,2022-04-23 18:00:00,40.0,0.69,9.0,22.9
1580,2022-04-23 19:00:00,58.0,0.14,8.0,19.7
1581,2022-04-23 20:00:00,62.0,0.0,9.0,17.9
1582,2022-04-24 07:00:00,81.0,0.17,7.0,16.2
1583,2022-04-24 08:00:00,73.0,0.56,7.0,18.5
1584,2022-04-24 09:00:00,64.0,1.59,0.0,24.1
1585,2022-04-24 10:00:00,60.0,2.31,0.0,28.2
1586,2022-04-24 11:00:00,54.0,2.81,0.0,33.1
1587,2022-04-24 12:00:00,52.0,3.11,0.0,36.5
1588,2022-04-24 13:00:00,53.0,3.17,2.0,37.9
1589,2022-04-24 14:00:00,52.0,2.95,0.0,38.5
1590,2022-04-24 15:00:00,59.0,2.79,0.0,37.8
1591,2022-04-24 16:00:00,63.0,2.3,0.0,34.3
1592,2022-04-24 17:00:00,65.0,1.65,0.0,29.4
1593,2022-04-24 18:00:00,71.0,0.86,0.0,23.6
1594,2022-04-24 19:00:00,80.0,0.18,3.0,19.6
1595,2022-04-24 20:00:00,84.0,0.01,4.0,17.6
1596,2022-04-25 07:00:00,83.0,0.21,9.0,16.1
1597,2022-04-25 08:00:00,81.0,0.73,2.0,18.3
1598,2022-04-25 09:00:00,69.0,1.54,5.0,23.9
1599,2022-04-25 10:00:00,61.0,2.3,6.0,28.6
1600,2022-04-25 11:00:00,55.0,2.83,8.0,34.4
1601,2022-04-25 12:00:00,46.0,2.35,8.0,33.0
1602,2022-04-25 13:00:00,39.0,2.24,10.0,33.0
1603,2022-04-25 14:00:00,40.0,1.48,10.0,29.5
1604,2022-04-25 15:00:00,44.0,1.0,10.0,27.3
1605,2022-04-25 16:00:00,47.0,0.57,10.0,25.4
1606,2022-04-25 17:00:00,46.0,0.41,10.0,23.2
1607,2022-04-25 18:00:00,51.0,0.2,10.0,22.2
1608,2022-04-25 19:00:00,50.0,0.05,10.0,20.5
1609,2022-04-25 20:00:00,56.0,0.0,10.0,19.5
1610,2022-04-26 07:00:00,97.0,0.02,10.0,18.3
1611,2022-04-26 08:00:00,97.0,0.07,10.0,18.3
1612,2022-04-26 09:00:00,97.0,0.13,10.0,18.5
1613,2022-04-26 10:00:00,97.0,0.3,10.0,19.6
1614,2022-04-26 11:00:00,93.0,0.65,10.0,22.3
1615,2022-04-26 12:00:00,90.0,0.83,10.0,21.7
1616,2022-04-26 13:00:00,91.0,0.29,10.0,20.5
1617,2022-04-26 14:00:00,90.0,0.46,10.0,22.1
1618,2022-04-26 15:00:00,87.0,1.17,10.0,24.3
1619,2022-04-26 16:00:00,85.0,0.93,10.0,22.4
1620,2022-04-26 17:00:00,84.0,0.52,10.0,22.0
1621,2022-04-26 18:00:00,82.0,0.49,7.0,20.4
1622,2022-04-26 19:00:00,83.0,0.21,9.0,18.6
1623,2022-04-26 20:00:00,81.0,0.01,9.0,17.6
1624,2022-04-27 07:00:00,86.0,0.34,6.0,13.5
1625,2022-04-27 08:00:00,63.0,0.84,7.0,15.5
1626,2022-04-27 09:00:00,51.0,1.45,7.0,19.7
1627,2022-04-27 10:00:00,40.0,2.16,6.0,23.4
1628,2022-04-27 11:00:00,37.0,2.73,5.0,26.7
1629,2022-04-27 12:00:00,37.0,3.09,5.0,29.4
1630,2022-04-27 13:00:00,34.0,3.21,6.0,30.7
1631,2022-04-27 14:00:00,34.0,2.89,7.0,29.2
1632,2022-04-27 15:00:00,33.0,2.71,7.0,28.8
1633,2022-04-27 16:00:00,43.0,2.15,7.0,25.9
1634,2022-04-27 17:00:00,46.0,1.51,6.0,22.5
1635,2022-04-27 18:00:00,50.0,0.86,2.0,18.6
1636,2022-04-27 19:00:00,41.0,0.21,1.0,15.2
1637,2022-04-27 20:00:00,47.0,0.01,0.0,14.2
1638,2022-04-28 07:00:00,77.0,0.25,0.0,12.2
1639,2022-04-28 08:00:00,69.0,0.83,0.0,15.3
1640,2022-04-28 09:00:00,60.0,1.53,0.0,20.4
1641,2022-04-28 10:00:00,50.0,2.17,0.0,24.5
1642,2022-04-28 11:00:00,43.0,2.71,0.0,24.4
1643,2022-04-28 12:00:00,44.0,2.97,3.0,26.7
1644,2022-04-28 13:00:00,46.0,2.97,6.0,26.9
1645,2022-04-28 14:00:00,50.0,2.47,8.0,25.0
1646,2022-04-28 15:00:00,51.0,2.07,10.0,22.5
1647,2022-04-28 16:00:00,50.0,1.29,8.0,21.7
1648,2022-04-28 17:00:00,41.0,1.04,8.0,20.8
1649,2022-04-28 18:00:00,38.0,0.5,6.0,19.2
1650,2022-04-28 19:00:00,43.0,0.14,8.0,18.3
1651,2022-04-28 20:00:00,50.0,0.0,6.0,17.5
1652,2022-04-29 07:00:00,96.0,0.02,10.0,14.6
1653,2022-04-29 08:00:00,93.0,0.13,10.0,14.9
1654,2022-04-29 09:00:00,89.0,0.5,10.0,16.3
1655,2022-04-29 10:00:00,84.0,0.79,10.0,17.4
1656,2022-04-29 11:00:00,72.0,2.13,6.0,21.8
1657,2022-04-29 12:00:00,62.0,2.9,6.0,26.2
1658,2022-04-29 13:00:00,58.0,2.61,5.0,26.5
1659,2022-04-29 14:00:00,52.0,3.29,6.0,29.2
1660,2022-04-29 15:00:00,52.0,3.03,6.0,29.2
1661,2022-04-29 16:00:00,53.0,2.03,7.0,25.5
1662,2022-04-29 17:00:00,54.0,1.26,7.0,24.0
1663,2022-04-29 18:00:00,54.0,0.51,9.0,20.6
1664,2022-04-29 19:00:00,55.0,0.18,5.0,18.1
1665,2022-04-29 20:00:00,57.0,0.0,9.0,16.2
1666,2022-04-30 07:00:00,72.0,0.04,9.0,14.5
